# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_landing_gear_retracted_design_-600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
8.757;1.7600;0.121598;0.153995;14.473954;-6.000000;
8.867;1.7700;0.123076;0.151640;14.381326;-6.000000;
8.977;1.7800;0.124565;0.149285;14.289729;-6.000000;
9.087;1.7900;0.126064;0.146930;14.199147;-6.000000;
9.197;1.8000;0.127573;0.144576;14.109568;-6.000000;
9.307;1.8100;0.129092;0.142221;14.020976;-6.000000;
9.417;1.8200;0.130622;0.139866;13.933359;-6.000000;
9.527;1.8300;0.132161;0.137511;13.846702;-6.000000;
9.637;1.8400;0.133711;0.135157;13.760992;-6.000000;
9.748;1.8500;0.135271;0.132802;13.676217;-6.000000;
9.858;1.8600;0.136842;0.130447;13.592363;-6.000000;
9.968;1.8700;0.138422;0.128093;13.509417;-6.000000;
10.078;1.8800;0.140013;0.125738;13.427366;-6.000000;
10.188;1.8900;0.141613;0.123383;13.346199;-6.000000;
10.298;1.9000;0.143224;0.121028;13.265902;-6.000000;
10.408;1.9100;0.144846;0.118674;13.186464;-6.000000;
10.518;1.9200;0.146477;0.116319;13.107873;-6.000000;
10.628;1.9300;0.148118;0.113964;13.030117;-6.000000;
10.739;1.9400;0.149770;0.111609;12.953184;-6.000000;
10.849;1.9500;0.151432;0.109255;12.877064;-6.000000;
10.959;1.9600;0.153104;0.106900;12.801744;-6.000000;
11.069;1.9700;0.154786;0.104545;12.727214;-6.000000;
11.179;1.9800;0.156479;0.102190;12.653462;-6.000000;
11.289;1.9900;0.158182;0.099836;12.580479;-6.000000;
11.399;2.0000;0.159894;0.097481;12.508253;-6.000000;
11.509;2.0100;0.161617;0.095126;12.436774;-6.000000;
11.619;2.0200;0.163351;0.092771;12.366032;-6.000000;
11.730;2.0300;0.165094;0.090417;12.296016;-6.000000;
11.840;2.0400;0.166848;0.088062;12.226717;-6.000000;
11.950;2.0500;0.168612;0.085707;12.158125;-6.000000;
12.060;2.0600;0.170385;0.083353;12.090231;-6.000000;
12.170;2.0700;0.172170;0.080998;12.023024;-6.000000;
12.280;2.0800;0.173964;0.078643;11.956495;-6.000000;
12.390;2.0900;0.175769;0.076288;11.890636;-6.000000;
12.500;2.1000;0.177583;0.073934;11.825436;-6.000000;
12.610;2.1100;0.179408;0.071579;11.760888;-6.000000;
12.721;2.1200;0.181243;0.069224;11.696983;-6.000000;
